,sentiment,Text,Tokens,Text Length,Word Count,vander_positive,vander_negative,vsentiment,afn_score,afn_sentiment
987,1,sauce favorites perfect balance tasty spicy smell flavors immediately open bottle garlic habanero spices tend bottle week highly recommend likes sauce,"['sauce', 'favorites', 'perfect', 'balance', 'tasty', 'spicy', 'smell', 'flavors', 'immediately', 'open', 'bottle', 'garlic', 'habanero', 'spices', 'tend', 'bottle', 'week', 'highly', 'recommend', 'likes', 'sauce']",150,21,42.1,0.0,Very Positive,9.0,very Positive
988,1,sauce tasted black market sauce listning radio morning creater owner giving interview sounded interesting sampling sauce raving picked bottle local grocery good bottle kitchen extra bottle hand gifts taking potlucks barbecues party happy online amazon,"['sauce', 'tasted', 'black', 'market', 'sauce', 'listning', 'radio', 'morning', 'creater', 'owner', 'giving', 'interview', 'sounded', 'interesting', 'sampling', 'sauce', 'raving', 'picked', 'bottle', 'local', 'grocery', 'good', 'bottle', 'kitchen', 'extra', 'bottle', 'hand', 'gifts', 'taking', 'potlucks', 'barbecues', 'party', 'happy', 'online', 'amazon']",251,35,40.8,0.0,Very Positive,8.0,very Positive
989,1,favorite sauce liketo extra flavor loved going favorite resturants town seeing offering great product really enjoy putting breakfast burritos,"['favorite', 'sauce', 'liketo', 'extra', 'flavor', 'loved', 'going', 'favorite', 'resturants', 'town', 'seeing', 'offering', 'great', 'product', 'really', 'enjoy', 'putting', 'breakfast', 'burritos']",141,19,55.50000000000001,0.0,Very Positive,12.0,very Positive
990,1,local diner regularly kinds foods love flavor like sauces just burn taste burn awesome flavor surprised amazon just stumbled highly recommend likes good sauce,"['local', 'diner', 'regularly', 'kinds', 'foods', 'love', 'flavor', 'like', 'sauces', 'burn', 'taste', 'burn', 'awesome', 'flavor', 'surprised', 'amazon', 'stumbled', 'highly', 'recommend', 'likes', 'good', 'sauce']",158,24,59.4,0.0,Very Positive,16.0,very Positive
991,1,browsing amazon looking gifts pleased favorite sauce just order shipped friends habanero favorite love heat tangy spiciness love pineapple wrong ordering,"['browsing', 'amazon', 'looking', 'gifts', 'pleased', 'favorite', 'sauce', 'order', 'shipped', 'friends', 'habanero', 'favorite', 'love', 'heat', 'tangy', 'spiciness', 'love', 'pineapple', 'wrong', 'ordering']",153,21,57.9,8.1,Very Positive,11.0,very Positive
992,1,favorite sauce locally love flavor hopefully flavors amazon people enjoy favorites medium pineapple flavored ones thank making flavorful sauce,"['favorite', 'sauce', 'locally', 'love', 'flavor', 'hopefully', 'flavors', 'amazon', 'people', 'enjoy', 'favorites', 'medium', 'pineapple', 'flavored', 'ones', 'thank', 'making', 'flavorful', 'sauce']",142,19,62.6,0.0,Very Positive,13.0,very Positive
993,1,habanero medium sauces amazing fiance nearly daily just picked goes really sorts dishes extra kick sauce lasts longer appears bottle couple weeks heavy love breakfast eggs burritos dinners soups added spice,"['habanero', 'medium', 'sauces', 'amazing', 'fiance', 'nearly', 'daily', 'picked', 'goes', 'really', 'sorts', 'dishes', 'extra', 'kick', 'sauce', 'lasts', 'longer', 'appears', 'bottle', 'couple', 'weeks', 'heavy', 'love', 'breakfast', 'eggs', 'burritos', 'dinners', 'soups', 'added', 'spice']",206,31,21.6,0.0,Very Positive,7.0,very Positive
994,1,absolutely love habenaro sauce eggs sandwiches good kick watched progessing popularity theis homegrown product highes accolades chef product,"['absolutely', 'love', 'habenaro', 'sauce', 'eggs', 'sandwiches', 'good', 'kick', 'watched', 'progessing', 'popularity', 'theis', 'homegrown', 'product', 'highes', 'accolades', 'chef', 'product']",140,18,41.199999999999996,0.0,Very Positive,9.0,very Positive
995,1,black market sauce wonderful husband loves habenero sauce flavorful nice kick fact love medium sauce taste yummy zing used meal like fact different levels spicyness love medium habenero kind like package thank hard work guys hard work,"['black', 'market', 'sauce', 'wonderful', 'husband', 'loves', 'habenero', 'sauce', 'flavorful', 'nice', 'kick', 'fact', 'love', 'medium', 'sauce', 'taste', 'yummy', 'zing', 'used', 'meal', 'like', 'fact', 'different', 'levels', 'spicyness', 'love', 'medium', 'habenero', 'kind', 'like', 'package', 'thank', 'hard', 'work', 'guys', 'hard', 'work']",234,37,54.2,4.6,Very Positive,25.0,very Positive
996,1,salsa bomb different kinds meal owner cool dude dropped free bottles mailbox stole bottle friends fridge tasted hooked dont sleep sauce,"['salsa', 'bomb', 'different', 'kinds', 'meal', 'owner', 'cool', 'dude', 'dropped', 'free', 'bottles', 'mailbox', 'stole', 'bottle', 'friends', 'fridge', 'tasted', 'hooked', 'dont', 'sleep', 'sauce']",135,21,30.099999999999998,11.1,Very Positive,-2.0,Negative
997,1,sauce good just like adding asian food noodles good burn strong flavor hoping flavors like pineapple experiment soon wont regret,"['sauce', 'good', 'like', 'adding', 'asian', 'food', 'noodles', 'good', 'burn', 'strong', 'flavor', 'hoping', 'flavors', 'like', 'pineapple', 'experiment', 'soon', 'wont', 'regret']",128,20,59.699999999999996,0.0,Very Positive,12.0,very Positive
998,0,like star reviewer suckered seeing habenero size people like flavor citrus fish sauce according ingredient label looking,"['like', 'star', 'reviewer', 'suckered', 'seeing', 'habenero', 'size', 'people', 'like', 'flavor', 'citrus', 'fish', 'sauce', 'according', 'ingredient', 'label', 'looking']",120,17,22.7,13.600000000000001,Very Positive,4.0,very Positive
999,0,admit sucker large quantity shopping sauces seeing size bottle reminds wing sauce bottle sizes plastic bottle does convenient squirt overall tasty jalape ntilde seen ingredients list bought jalapenos water vinegar brown sugar lime juice fish sauce cilantro habanero garlic spice blend salt potassium sorbate xanthan,"['admit', 'sucker', 'large', 'quantity', 'shopping', 'sauces', 'seeing', 'size', 'bottle', 'reminds', 'wing', 'sauce', 'bottle', 'sizes', 'plastic', 'bottle', 'convenient', 'squirt', 'overall', 'tasty', 'jalape', 'ntilde', 'seen', 'ingredients', 'list', 'bought', 'jalapenos', 'water', 'vinegar', 'brown', 'sugar', 'lime', 'juice', 'fish', 'sauce', 'cilantro', 'habanero', 'garlic', 'spice', 'blend', 'salt', 'potassium', 'sorbate', 'xanthan']",315,45,3.6999999999999997,7.1,very Negative,-1.0,Negative
1000,1,life tasted good babka crazy good real babka gram mother make,"['life', 'tasted', 'good', 'babka', 'crazy', 'good', 'real', 'babka', 'gram', 'mother', 'make']",61,11,35.8,14.799999999999999,Very Positive,4.0,very Positive
1001,0,convinced human animal crackers look taste exactly like human ones tasted contain sugar ingredients nutrition facts just small amounts,"['convinced', 'human', 'animal', 'crackers', 'look', 'taste', 'exactly', 'like', 'human', 'ones', 'tasted', 'contain', 'sugar', 'ingredients', 'nutrition', 'facts', 'small', 'amounts']",134,19,23.400000000000002,0.0,Very Positive,3.0,very Positive
1002,1,peanut butter cookies wont touch loves begs good little chihuhua mouth,"['peanut', 'butter', 'cookies', 'wont', 'touch', 'loves', 'begs', 'good', 'little', 'chihuhua', 'mouth']",70,11,19.5,20.1,Neutral,6.0,very Positive
1003,0,little animal crackers taste good doggies like buying like human animal crackers flour sugar stuff dogs continue healthy treats doggies love sugar want wellness blue buffalo natural balance zukes just,"['little', 'animal', 'crackers', 'taste', 'good', 'doggies', 'like', 'buying', 'like', 'human', 'animal', 'crackers', 'flour', 'sugar', 'stuff', 'dogs', 'continue', 'healthy', 'treats', 'doggies', 'love', 'sugar', 'want', 'wellness', 'blue', 'buffalo', 'natural', 'balance', 'zukes']",200,30,49.4,0.0,Very Positive,14.0,very Positive
1004,1,chihuahua loves snacks sees bring yellow literally runs circles,"['chihuahua', 'loves', 'snacks', 'sees', 'bring', 'yellow', 'literally', 'runs', 'circles']",63,9,31.6,0.0,Very Positive,3.0,very Positive
1005,1,purchased little treats stocking stuffers little furry friends yorkies loved treats finally liked,"['purchased', 'little', 'treats', 'stocking', 'stuffers', 'little', 'furry', 'friends', 'yorkies', 'loved', 'treats', 'finally', 'liked']",97,13,48.8,0.0,Very Positive,5.0,very Positive
1006,1,just like animal crackers price great little loves,"['like', 'animal', 'crackers', 'price', 'great', 'little', 'loves']",50,8,66.7,0.0,Very Positive,8.0,very Positive
1007,0,smell just like fresh roses rose content minimal smell overwhelming like brand spices does seal place loosely screwed shaker open dumps questioning minute pieces roses produce perfume odor hope chemically enhanced loose sealed doubts safety product,"['smell', 'like', 'fresh', 'roses', 'rose', 'content', 'minimal', 'smell', 'overwhelming', 'like', 'brand', 'spices', 'seal', 'place', 'loosely', 'screwed', 'shaker', 'open', 'dumps', 'questioning', 'minute', 'pieces', 'roses', 'produce', 'perfume', 'odor', 'hope', 'chemically', 'enhanced', 'loose', 'sealed', 'doubts', 'safety', 'product']",248,36,25.6,23.200000000000003,Very Positive,1.0,Positive
1008,0,hoping true caramels caramel flavored truffles delicious definitely order maybe extra gifts salt just makes extra amazing bummer shipping shipping item reasonable bought chocolate covered pretzels time shipping charged items arrived wasn fancy packaging edit okay actually bother stomach little truffle package wasn shipped ingredients list company site directly hidden hard follow ingredients page discover shady ingredients including high fructose corn syrup expect corn syrup expect propylene glycol antifreeze vanilla expect vanilla beans artificial vanillin comes anal glands beavers disappointed ingredient quality http premiumchocolatiers ingredient info review goes stars make extra star quite delicious,"['hoping', 'true', 'caramels', 'caramel', 'flavored', 'truffles', 'delicious', 'definitely', 'order', 'maybe', 'extra', 'gifts', 'salt', 'makes', 'extra', 'amazing', 'bummer', 'shipping', 'shipping', 'item', 'reasonable', 'bought', 'chocolate', 'covered', 'pretzels', 'time', 'shipping', 'charged', 'items', 'arrived', 'fancy', 'packaging', 'edit', 'okay', 'actually', 'bother', 'stomach', 'little', 'truffle', 'package', 'shipped', 'ingredients', 'list', 'company', 'site', 'directly', 'hidden', 'hard', 'follow', 'ingredients', 'page', 'discover', 'shady', 'ingredients', 'including', 'high', 'fructose', 'corn', 'syrup', 'expect', 'corn', 'syrup', 'expect', 'propylene', 'glycol', 'antifreeze', 'vanilla', 'expect', 'vanilla', 'beans', 'artificial', 'vanillin', 'comes', 'anal', 'glands', 'beavers', 'disappointed', 'ingredient', 'quality', 'http', 'premiumchocolatiers', 'ingredient', 'info', 'review', 'goes', 'stars', 'make', 'extra', 'star', 'quite', 'delicious']",711,94,18.9,9.8,Very Positive,6.0,very Positive
1009,0,craving deer jerky gave amazon sinue little sweet taste going search salty version,"['craving', 'deer', 'jerky', 'gave', 'amazon', 'sinue', 'little', 'sweet', 'taste', 'going', 'search', 'salty', 'version']",82,13,28.599999999999998,0.0,Very Positive,2.0,Positive
1010,1,tried salty plus fish sauce fish realized kind redundant kidding course stuff great,"['tried', 'salty', 'plus', 'fish', 'sauce', 'fish', 'realized', 'kind', 'redundant', 'kidding', 'course', 'stuff', 'great']",83,13,47.099999999999994,0.0,Very Positive,5.0,very Positive
1011,1,usually drink love thought shipping price little high love perfect little honey,"['usually', 'drink', 'love', 'thought', 'shipping', 'price', 'little', 'high', 'love', 'perfect', 'little', 'honey']",79,12,56.2,0.0,Very Positive,9.0,very Positive
1012,0,noodles broken sauce salted good flavor threw skillet recommend purchasing product,"['noodles', 'broken', 'sauce', 'salted', 'good', 'flavor', 'threw', 'skillet', 'recommend', 'purchasing', 'product']",82,11,32.7,18.8,Very Positive,4.0,very Positive
1013,1,cavenders makes best vinegar dressing couple tbls cavenders vinager rest good,"['cavenders', 'makes', 'best', 'vinegar', 'dressing', 'couple', 'tbls', 'cavenders', 'vinager', 'rest', 'good']",77,11,44.1,0.0,Very Positive,6.0,very Positive
1014,1,balanced tasty filling good breakfast cereal miss kellogg sister product just right somewhat lighter blend loved discontinued mueslix strong second best,"['balanced', 'tasty', 'filling', 'good', 'breakfast', 'cereal', 'miss', 'kellogg', 'sister', 'product', 'right', 'somewhat', 'lighter', 'blend', 'loved', 'discontinued', 'mueslix', 'strong', 'second', 'best']",152,21,44.4,5.1,Very Positive,10.0,very Positive
1015,1,know supermarket pack order afraid boxes long instead need order pack,"['know', 'supermarket', 'pack', 'order', 'afraid', 'boxes', 'long', 'instead', 'need', 'order', 'pack']",69,11,0.0,0.0,Neutral,-2.0,Negative
1016,0,trip italy muesli hotels breakfast cold cereal loved imagine excited kellog sold product learn despite similar cereal quite unlike european style muesli overall grains fruits similar cereal flake cereal true muesli cereal flakes real muesli rolled flaked grains pluses minuses plus milk does turn european mueslis mush couple minutes like does flake cereals minus european mueslis soaked milk yogurt minutes shower coffee brewing cereal chewy concerned eating processed foods rolled grains processed flaked ones rolled grains lightly steamed rolled lightly toasted flaked grains fully steam cooked mush pressed flakes fully baked usually sprayed sugar extend time mushiness certainly kellog product contains hfcs mueslis amazon better single boxes local health foods store prefer product available amazon local grocery chains instead satisfied haven tried familia crazy idea fruit flakes dorset products fruit heavy products hair expensive kellog willing plunk extra dime breakfast superior product surprised quaker doesn sell muesli product given largest producer rolled grains think natural,"['trip', 'italy', 'muesli', 'hotels', 'breakfast', 'cold', 'cereal', 'loved', 'imagine', 'excited', 'kellog', 'sold', 'product', 'learn', 'despite', 'similar', 'cereal', 'quite', 'unlike', 'european', 'style', 'muesli', 'overall', 'grains', 'fruits', 'similar', 'cereal', 'flake', 'cereal', 'true', 'muesli', 'cereal', 'flakes', 'real', 'muesli', 'rolled', 'flaked', 'grains', 'pluses', 'minuses', 'plus', 'milk', 'turn', 'european', 'mueslis', 'mush', 'couple', 'minutes', 'like', 'flake', 'cereals', 'minus', 'european', 'mueslis', 'soaked', 'milk', 'yogurt', 'minutes', 'shower', 'coffee', 'brewing', 'cereal', 'chewy', 'concerned', 'eating', 'processed', 'foods', 'rolled', 'grains', 'processed', 'flaked', 'ones', 'rolled', 'grains', 'lightly', 'steamed', 'rolled', 'lightly', 'toasted', 'flaked', 'grains', 'fully', 'steam', 'cooked', 'mush', 'pressed', 'flakes', 'fully', 'baked', 'usually', 'sprayed', 'sugar', 'extend', 'time', 'mushiness', 'certainly', 'kellog', 'product', 'contains', 'hfcs', 'mueslis', 'amazon', 'better', 'single', 'boxes', 'local', 'health', 'foods', 'store', 'prefer', 'product', 'available', 'amazon', 'local', 'grocery', 'chains', 'instead', 'satisfied', 'tried', 'familia', 'crazy', 'idea', 'fruit', 'flakes', 'dorset', 'products', 'fruit', 'heavy', 'products', 'hair', 'expensive', 'kellog', 'willing', 'plunk', 'extra', 'dime', 'breakfast', 'superior', 'product', 'surprised', 'quaker', 'sell', 'muesli', 'product', 'given', 'largest', 'producer', 'rolled', 'grains', 'think', 'natural']",1092,155,18.6,1.4000000000000001,Very Positive,14.0,very Positive
1017,0,recently purchased cereal assuming contain healthy ingredients read label discovered contains partially hydrogenated soybean high fructose corn syrup,"['recently', 'purchased', 'cereal', 'assuming', 'contain', 'healthy', 'ingredients', 'read', 'label', 'discovered', 'contains', 'partially', 'hydrogenated', 'soybean', 'high', 'fructose', 'corn', 'syrup']",149,18,13.700000000000001,0.0,Very Positive,2.0,Positive
1018,1,bought product online kellogg cereal retail store carries incidentally like know called kellogg really good answer suggested product theirs good appreciate amazon offers continue order really keeps regular better cereal like,"['bought', 'product', 'online', 'kellogg', 'cereal', 'retail', 'store', 'carries', 'incidentally', 'like', 'know', 'called', 'kellogg', 'really', 'good', 'answer', 'suggested', 'product', 'good', 'appreciate', 'amazon', 'offers', 'continue', 'order', 'really', 'keeps', 'regular', 'better', 'cereal', 'like']",224,31,43.7,0.0,Very Positive,14.0,very Positive
1019,1,cereal difficult stores appreciate able purchase amazon husband really likes looks forward delivering month like unlikely thing look forward little things count looney,"['cereal', 'difficult', 'stores', 'appreciate', 'able', 'purchase', 'amazon', 'husband', 'really', 'likes', 'looks', 'forward', 'delivering', 'month', 'like', 'unlikely', 'thing', 'look', 'forward', 'little', 'things', 'count', 'looney']",167,23,32.800000000000004,8.200000000000001,Very Positive,4.0,very Positive
1020,1,local supermarkets months time kellogg makes great cereal quit making soon case just right best stuff planet,"['local', 'supermarkets', 'months', 'time', 'kellogg', 'makes', 'great', 'cereal', 'quit', 'making', 'soon', 'case', 'right', 'best', 'stuff', 'planet']",108,17,35.6,0.0,Very Positive,6.0,very Positive
1021,1,favorite cereal probably years grocery stores stopped selling started buying packs boxes pretty fast,"['favorite', 'cereal', 'probably', 'years', 'grocery', 'stores', 'stopped', 'selling', 'started', 'buying', 'packs', 'boxes', 'pretty', 'fast']",100,14,32.5,9.9,Very Positive,2.0,Positive
1022,1,love cereal does taste good good pity cereal local supermarkets brands match,"['love', 'cereal', 'taste', 'good', 'good', 'pity', 'cereal', 'local', 'supermarkets', 'brands', 'match']",76,12,49.5,10.9,Very Positive,7.0,very Positive
1023,1,enjoying mueslix early reason locate mueslix local supermarkets york order amazon taste perfect sweet care raisins cereal enjoy greatly enjoyable supplement fibers grain perfect breakfast lasts lunch time tried different kind choices cereals like mueslix,"['enjoying', 'mueslix', 'early', 'reason', 'locate', 'mueslix', 'local', 'supermarkets', 'york', 'order', 'amazon', 'taste', 'perfect', 'sweet', 'care', 'raisins', 'cereal', 'enjoy', 'greatly', 'enjoyable', 'supplement', 'fibers', 'grain', 'perfect', 'breakfast', 'lasts', 'lunch', 'time', 'tried', 'different', 'kind', 'choices', 'cereals', 'like', 'mueslix']",254,35,55.400000000000006,0.0,Very Positive,20.0,very Positive
1024,1,amazon price higher grocery stores store good shop tried princess cruise ship good filling stays important super,"['amazon', 'price', 'higher', 'grocery', 'stores', 'store', 'good', 'shop', 'tried', 'princess', 'cruise', 'ship', 'good', 'filling', 'stays', 'important', 'super']",112,17,52.400000000000006,0.0,Very Positive,11.0,very Positive
1025,1,stop eating cereal breakfast evening think want really hungry snack healthy long remembeer healthy enjoy,"['stop', 'eating', 'cereal', 'breakfast', 'evening', 'think', 'want', 'really', 'hungry', 'snack', 'healthy', 'long', 'remembeer', 'healthy', 'enjoy']",104,15,45.4,9.8,Very Positive,6.0,very Positive
1026,1,local stores stopped carrying product putting imitation brands shelf just great order cereal days,"['local', 'stores', 'stopped', 'carrying', 'product', 'putting', 'imitation', 'brands', 'shelf', 'great', 'order', 'cereal', 'days']",97,14,22.8,10.6,Very Positive,2.0,Positive
1027,1,mueslix favorite cereal came years improved adding raisins nuts point making rich simply half grain cereal cornflakes reduces high price stores discontinuing mueslix point hard thank amazon,"['mueslix', 'favorite', 'cereal', 'came', 'years', 'improved', 'adding', 'raisins', 'nuts', 'point', 'making', 'rich', 'simply', 'half', 'grain', 'cereal', 'cornflakes', 'reduces', 'high', 'price', 'stores', 'discontinuing', 'mueslix', 'point', 'hard', 'thank', 'amazon']",189,27,37.0,9.8,Very Positive,4.0,very Positive
1028,1,cereal hard local stores live wife love cereal taste healthfulness hotel breakfast buffets happy think eating cereal,"['cereal', 'hard', 'local', 'stores', 'live', 'wife', 'love', 'cereal', 'taste', 'healthfulness', 'hotel', 'breakfast', 'buffets', 'happy', 'think', 'eating', 'cereal']",116,17,33.900000000000006,6.0,Very Positive,5.0,very Positive
1029,1,kellogg mueslix replaced local muesli previously served european trip available locally amazon provided fair price rapid delivery shipping cost prime shipping excellent form muesli,"['kellogg', 'mueslix', 'replaced', 'local', 'muesli', 'previously', 'served', 'european', 'trip', 'available', 'locally', 'amazon', 'provided', 'fair', 'price', 'rapid', 'delivery', 'shipping', 'cost', 'prime', 'shipping', 'excellent', 'form', 'muesli']",180,24,26.8,0.0,Very Positive,5.0,very Positive
1030,1,eating healthy tasted good tough local stores amazon great price especially subscribe save,"['eating', 'healthy', 'tasted', 'good', 'tough', 'local', 'stores', 'amazon', 'great', 'price', 'especially', 'subscribe', 'save']",90,13,63.6,6.4,Very Positive,10.0,very Positive
1031,1,kelloggs muselix delicious delivery quick href http amazon product kbsk kellogg crispy blend mueslix raisins dates almonds ounce unit pack,"['kelloggs', 'muselix', 'delicious', 'delivery', 'quick', 'href', 'http', 'amazon', 'product', 'kbsk', 'kellogg', 'crispy', 'blend', 'mueslix', 'raisins', 'dates', 'almonds', 'ounce', 'unit', 'pack']",138,20,23.1,0.0,Very Positive,3.0,very Positive
1032,1,cereal best cereal market flavors including nuts raisins dates especially light malt flavor enjoyed mornings years,"['cereal', 'best', 'cereal', 'market', 'flavors', 'including', 'nuts', 'raisins', 'dates', 'especially', 'light', 'malt', 'flavor', 'enjoyed', 'mornings', 'years']",114,16,32.9,10.100000000000001,Very Positive,2.0,Positive
1033,1,eating kellogg mueslix years love fruit almonds grain used easy couldn local super markets afraid discontinued amazon pretty happy,"['eating', 'kellogg', 'mueslix', 'years', 'love', 'fruit', 'almonds', 'grain', 'used', 'easy', 'local', 'super', 'markets', 'afraid', 'discontinued', 'amazon', 'pretty', 'happy']",130,19,60.099999999999994,0.0,Very Positive,9.0,very Positive
1034,1,moment unable favorite cereal grocery stores sure disappeared grateful able purchace online thanks,"['moment', 'unable', 'favorite', 'cereal', 'grocery', 'stores', 'sure', 'disappeared', 'grateful', 'able', 'purchace', 'online', 'thanks']",98,13,53.1,9.0,Very Positive,4.0,very Positive
1035,1,hard husband jamaica loves says makes,"['hard', 'husband', 'jamaica', 'loves', 'says', 'makes']",37,6,40.699999999999996,15.4,Very Positive,2.0,Positive
1036,1,york assisted living facility love ceral buying kellogg mueslix lived florida went luck called kellogg directed amazon sold ceral shipped free save money shipping happy people gets favorite ceral shipped directly months send boxes saving money time shopping shipping package,"['york', 'assisted', 'living', 'facility', 'love', 'ceral', 'buying', 'kellogg', 'mueslix', 'lived', 'florida', 'went', 'luck', 'called', 'kellogg', 'directed', 'amazon', 'sold', 'ceral', 'shipped', 'free', 'save', 'money', 'shipping', 'happy', 'people', 'gets', 'favorite', 'ceral', 'shipped', 'directly', 'months', 'send', 'boxes', 'saving', 'money', 'time', 'shopping', 'shipping', 'package']",274,40,40.1,0.0,Very Positive,14.0,very Positive
1037,0,struggling shops nearby convenient order amazon slightly expensive save burden,"['struggling', 'shops', 'nearby', 'convenient', 'order', 'amazon', 'slightly', 'expensive', 'save', 'burden']",78,10,28.799999999999997,33.900000000000006,very Negative,-2.0,Negative
1038,1,kellogg mueslix cereal ordered evening just couple days later arrived item packed contents fresh encountered problems plan resource,"['kellogg', 'mueslix', 'cereal', 'ordered', 'evening', 'couple', 'days', 'later', 'arrived', 'item', 'packed', 'contents', 'fresh', 'encountered', 'problems', 'plan', 'resource']",131,18,11.0,12.9,very Negative,-1.0,Negative
1039,0,really like mueslix cereal amazon price awful pack product retails stores publix kroger ingles amazon price higher retail mueslix sale unlike kellogg cereals times year publix grocery kellogg cereals half price incredible price stock weeks expected amazon price like pack wrong,"['really', 'like', 'mueslix', 'cereal', 'amazon', 'price', 'awful', 'pack', 'product', 'retails', 'stores', 'publix', 'kroger', 'ingles', 'amazon', 'price', 'higher', 'retail', 'mueslix', 'sale', 'unlike', 'kellogg', 'cereals', 'times', 'year', 'publix', 'grocery', 'kellogg', 'cereals', 'half', 'price', 'incredible', 'price', 'stock', 'weeks', 'expected', 'amazon', 'price', 'like', 'pack', 'wrong']",277,41,20.599999999999998,12.1,Very Positive,-1.0,Negative
1040,0,secret high fructose corn syrup detrimental health unfortunately secret replaced forms sugar disturbingly large number manufactured foods worse high fructose corn syrup genetically modified corn late hfcs replaced regular table sugar honey similar sweeteners practically prolonged consumption hfcs topic debate learning cause long term damage body high fructose corn syrup dangers significant risk weight gain obesity increased risk developing type diabetes hypertension elevated cholesterol levels long term liver damage mercury exposure hfcs kelloggs manufacturers know slowly getting sweetner look cover post rain bran advertising contains high fructose corn syrup applaud high fructose corn syrup genetically modified corn monsanto uses systemic pesticides seeds causing colony collapse disorder bees keeper avoiding products hfcs save family bees watch vanishing bees food matters food sold amazon excellent movies change health dramatically think,"['secret', 'high', 'fructose', 'corn', 'syrup', 'detrimental', 'health', 'unfortunately', 'secret', 'replaced', 'forms', 'sugar', 'disturbingly', 'large', 'number', 'manufactured', 'foods', 'worse', 'high', 'fructose', 'corn', 'syrup', 'genetically', 'modified', 'corn', 'late', 'hfcs', 'replaced', 'regular', 'table', 'sugar', 'honey', 'similar', 'sweeteners', 'practically', 'prolonged', 'consumption', 'hfcs', 'topic', 'debate', 'learning', 'cause', 'long', 'term', 'damage', 'body', 'high', 'fructose', 'corn', 'syrup', 'dangers', 'significant', 'risk', 'weight', 'gain', 'obesity', 'increased', 'risk', 'developing', 'type', 'diabetes', 'hypertension', 'elevated', 'cholesterol', 'levels', 'long', 'term', 'liver', 'damage', 'mercury', 'exposure', 'hfcs', 'kelloggs', 'manufacturers', 'know', 'slowly', 'getting', 'sweetner', 'look', 'cover', 'post', 'rain', 'bran', 'advertising', 'contains', 'high', 'fructose', 'corn', 'syrup', 'applaud', 'high', 'fructose', 'corn', 'syrup', 'genetically', 'modified', 'corn', 'monsanto', 'uses', 'systemic', 'pesticides', 'seeds', 'causing', 'colony', 'collapse', 'disorder', 'bees', 'keeper', 'avoiding', 'products', 'hfcs', 'save', 'family', 'bees', 'watch', 'vanishing', 'bees', 'food', 'matters', 'food', 'sold', 'amazon', 'excellent', 'movies', 'change', 'health', 'dramatically', 'think']",952,128,13.3,19.3,very Negative,-5.0,very Negative
1041,1,local grocery stores carry cereal order nuts raisins great stuff banana instead adding sugar favorite cereal,"['local', 'grocery', 'stores', 'carry', 'cereal', 'order', 'nuts', 'raisins', 'great', 'stuff', 'banana', 'instead', 'adding', 'sugar', 'favorite', 'cereal']",108,16,31.7,10.299999999999999,Very Positive,2.0,Positive
1042,1,just baby ribs strips jerky smoker seasoning really added flavor surprising fact knew added seasoning didn turn powering recommend cooking kind meat jerky great ribs outstanding including shipping awesome deal,"['baby', 'ribs', 'strips', 'jerky', 'smoker', 'seasoning', 'really', 'added', 'flavor', 'surprising', 'fact', 'knew', 'added', 'seasoning', 'turn', 'powering', 'recommend', 'cooking', 'kind', 'meat', 'jerky', 'great', 'ribs', 'outstanding', 'including', 'shipping', 'awesome', 'deal']",209,30,46.0,0.0,Very Positive,16.0,very Positive
1043,1,asian salad dressing favorite salads delicate taste favorite newman sesame ginger ginger newman gives stronger flavor great marinade just sprinkle rice vege dishes,"['asian', 'salad', 'dressing', 'favorite', 'salads', 'delicate', 'taste', 'favorite', 'newman', 'sesame', 'ginger', 'ginger', 'newman', 'gives', 'stronger', 'flavor', 'great', 'marinade', 'sprinkle', 'rice', 'vege', 'dishes']",163,23,43.6,0.0,Very Positive,9.0,very Positive
1044,1,soooo good easily favorite dressing typically make dressings treat given gift absolutely love perfect balance sweet oily bitter granted needs good shaking based absolutely love running salads like want dressing unique somebody didn love,"['soooo', 'good', 'easily', 'favorite', 'dressing', 'typically', 'make', 'dressings', 'treat', 'given', 'gift', 'absolutely', 'love', 'perfect', 'balance', 'sweet', 'oily', 'bitter', 'granted', 'needs', 'good', 'shaking', 'based', 'absolutely', 'love', 'running', 'salads', 'like', 'want', 'dressing', 'unique', 'somebody', 'love']",236,34,65.5,6.9,Very Positive,26.0,very Positive
1045,0,bought liter size bottles dressing amazon assuming nutritional facts identical dressing definitely sweet taste wife agrees good tossed salads,"['bought', 'liter', 'size', 'bottles', 'dressing', 'amazon', 'assuming', 'nutritional', 'facts', 'identical', 'dressing', 'definitely', 'sweet', 'taste', 'wife', 'agrees', 'good', 'tossed', 'salads']",141,19,46.400000000000006,0.0,Very Positive,6.0,very Positive
1046,0,coffee beans fresh tasted better fresher order,"['coffee', 'beans', 'fresh', 'tasted', 'better', 'fresher', 'order']",46,7,51.0,0.0,Very Positive,3.0,very Positive
1047,1,coffee company delivers great coffee taste like coffee deep robust taste jeremiah makes glad purchase thanks,"['coffee', 'company', 'delivers', 'great', 'coffee', 'taste', 'like', 'coffee', 'deep', 'robust', 'taste', 'jeremiah', 'makes', 'glad', 'purchase', 'thanks']",108,16,57.49999999999999,0.0,Very Positive,12.0,very Positive
